Polarity (XLogP3), Viscosity (cP), Boiling Point (K), Surface Tension (mN/m), Concentration (g/mL),Uncoated Layer (nm),Total Thickness (nm),Bonded Thickness (nm)
2.7,0.68,350.372,29.46,1.662599054,1.253948101,0.681327482,0.211884605
2.7,0.68,350.372,29.46,0.964278521,1.24679829,0.780410411,0.409793499
2.7,0.68,350.372,29.46,0.231417141,1.61,0.571508897,0.389946109
2.7,0.68,350.372,29.46,40.0104857,1.208879922,0.782874964,0.596044323
2.7,0.68,350.372,29.46,0.0025,1.61,0.638713686,0.333343672
2.7,0.68,350.372,29.46,1.812351006,1.551510597,0.536504809,0.448647865
2.7,0.68,350.372,29.46,50,1.445089261,0.838824568,0.649384767
2.7,0.68,350.372,29.46,0.236105232,1.550550295,0.520110356,0.395264223
2.7,0.68,350.372,29.46,0.0025,1.241194351,0.559323489,0.387558613
2.7,0.68,350.372,29.46,0.558500748,1.61,0.790348603,0.605407526
2.7,0.68,350.372,29.46,1.956504279,1.447047813,0.638323565,0.356701896
2.7,0.68,350.372,29.46,0.0025,1.555585917,0.606490051,0.427931528
2.7,0.68,350.372,29.46,0.0025,1.557705976,0.529718497,0.434584273
2.7,0.68,350.372,29.46,0.0025,1.608213484,0.779259643,0.599589089
2.7,0.68,350.372,29.46,0.352706567,1.559770188,0.767230237,0.46147701
2.7,0.68,350.372,29.46,1.084752314,1.542540606,0.524661079,0.39673469
2.7,0.68,350.372,29.46,0.0025,1.605504541,0.86,0.468920877
2.7,0.68,350.372,29.46,41.40671202,1.459018649,0.86,0.748982821
2.7,0.68,350.372,29.46,9.221105633,1.455200393,0.762579954,0.62298679
2.7,0.68,350.372,29.46,0.0025,1.60741887,0.856359144,0.467408052
2.7,0.68,350.372,29.46,40.43938465,1.205499342,0.782228295,0.609394891
2.7,0.68,350.372,29.46,0.345405793,1.61,0.637500468,0.349281708
2.7,0.68,350.372,29.46,0.473556059,1.253742633,0.554609892,0.386479051
2.7,0.68,350.372,29.46,1.281844984,1.61,0.785836441,0.606692741
2.7,0.68,350.372,29.46,0.0025,1.569523188,0.758034435,0.449635478
2.7,0.68,350.372,29.46,1.150583581,1.602748321,0.559474785,0.381910725
2.7,0.68,350.372,29.46,40.78972688,1.440568432,0.845105313,0.86
2.7,0.68,350.372,29.46,0.924318374,1.248435565,0.589457363,0.329825031
2.7,0.68,350.372,29.46,0.0025,1.575774356,0.52,0.386169103
2.7,0.68,350.372,29.46,49.34643367,1.446750783,0.834324789,0.639857886
2.7,0.68,350.372,29.46,1.472965301,1.449831184,0.644091241,0.355852222
2.7,0.68,350.372,29.46,0.0025,1.250909297,0.667522962,0.2
2.7,0.68,350.372,29.46,0.846835797,1.600112887,0.674919848,0.237031736
2.7,0.68,350.372,29.46,39.68569383,1.449147048,0.851770849,0.697130547
2.7,0.68,350.372,29.46,0.56449255,1.55861069,0.527699873,0.386911
2.7,0.68,350.372,29.46,1.631550688,1.606954353,0.792406721,0.478444675
2.7,0.68,350.372,29.46,0.37802241,1.264404229,0.776857136,0.394437846
2.7,0.68,350.372,29.46,50,1.443031727,0.834230625,0.623017215
2.7,0.68,350.372,29.46,10.25602311,1.243726791,0.749906598,0.341627986
2.7,0.68,350.372,29.46,9.03733702,1.447110132,0.744728793,0.637583986
2.7,0.68,350.372,29.46,9.596568254,1.46134233,0.756751076,0.616084942
2.7,0.68,350.372,29.46,0.480999273,1.245966367,0.6728718,0.206382389
2.7,0.68,350.372,29.46,49.556642,1.493672126,0.797409684,0.659237978
2.7,0.68,350.372,29.46,1.509897059,1.570904017,0.627672078,0.476533974
2.7,0.68,350.372,29.46,1.182052291,1.496857996,0.538746248,0.445213794
2.7,0.68,350.372,29.46,0.0025,1.253006384,0.54693348,0.378047712
2.7,0.68,350.372,29.46,1.253587215,1.596322692,0.558324474,0.377231334
2.7,0.68,350.372,29.46,0.189546615,1.60782533,0.795965036,0.536066744
2.7,0.68,350.372,29.46,0.722852056,1.61,0.783539868,0.469997414
2.7,0.68,350.372,29.46,0.823404642,1.54188095,0.536492447,0.44951098
2.7,0.68,350.372,29.46,0.451318811,1.448605789,0.802494348,0.48010236
2.7,0.68,350.372,29.46,50,1.45886403,0.830808114,0.654128288
2.7,0.68,350.372,29.46,39.92861585,1.453043956,0.85882829,0.73821572
2.7,0.68,350.372,29.46,0.11223088,1.250838117,0.525105018,0.388575491
2.7,0.68,350.372,29.46,0.177746538,1.557738701,0.753147869,0.459498699
2.7,0.68,350.372,29.46,0.0025,1.558543593,0.52379454,0.384018226
2.7,0.68,350.372,29.46,1.857902405,1.239524764,0.780921683,0.399928589
2.7,0.68,350.372,29.46,1.664218466,1.544656914,0.625845895,0.446396401
2.7,0.68,350.372,29.46,39.09833092,1.459898616,0.86,0.745832288
2.7,0.68,350.372,29.46,0.0025,1.255235623,0.613427987,0.4475648
2.7,0.68,350.372,29.46,1.073357898,1.605723451,0.788555204,0.606822315
2.7,0.68,350.372,29.46,0.0025,1.304883978,0.631350357,0.389311083
2.7,0.68,350.372,29.46,0.0025,1.61,0.639175839,0.329473565
2.7,0.68,350.372,29.46,0.614842894,1.551137159,0.535689961,0.448717936
2.7,0.68,350.372,29.46,39.33697304,1.440979889,0.844776283,0.69703251
2.7,0.68,350.372,29.46,0.0025,1.596478367,0.849758059,0.469684701
2.7,0.68,350.372,29.46,0.803333779,1.573584378,0.637428652,0.479450759
2.7,0.68,350.372,29.46,0.666731855,1.599336148,0.667183883,0.238341496
2.7,0.68,350.372,29.46,0.545746024,1.556329073,0.613930388,0.45911115
2.7,0.68,350.372,29.46,1.441398052,1.543745723,0.537377023,0.452102564
2.7,0.68,350.372,29.46,0.617350162,1.600033047,0.86,0.471834169
2.7,0.68,350.372,29.46,0.0025,1.348043154,0.75450109,0.459263096
2.7,0.68,350.372,29.46,39.24977654,1.457929327,0.86,0.740507699
2.7,0.68,350.372,29.46,10.53496321,1.247600591,0.754479422,0.341099399
2.7,0.68,350.372,29.46,49.75213863,1.496380304,0.803242485,0.657754242
2.7,0.68,350.372,29.46,0.0025,1.61,0.574761236,0.381750989
2.7,0.68,350.372,29.46,0.270732873,1.551076268,0.52780173,0.426902964
2.7,0.68,350.372,29.46,0.0025,1.60729671,0.568425577,0.385095961
2.7,0.68,350.372,29.46,0.0025,1.456929877,0.798423923,0.488638213
2.7,0.68,350.372,29.46,8.529014193,1.454062817,0.737688021,0.62991028
2.7,0.68,350.372,29.46,0.258757977,1.599266588,0.86,0.481598799
2.7,0.68,350.372,29.46,0.0025,1.267837847,0.52,0.386732758
2.7,0.68,350.372,29.46,0.936563765,1.342439162,0.755384202,0.464256261
2.7,0.68,350.372,29.46,10.52923562,1.250633457,0.75737023,0.345892638
2.7,0.68,350.372,29.46,0.0025,1.61,0.572277201,0.394683148
2.7,0.68,350.372,29.46,49.36549901,1.484478552,0.7948656,0.621689682
2.7,0.68,350.372,29.46,0.765608212,1.554917757,0.622302917,0.450583891
2.7,0.68,350.372,29.46,1.356519105,1.599543939,0.651182572,0.351780584
2.7,0.68,350.372,29.46,0.19174489,1.61,0.77829263,0.46552576
2.7,0.68,350.372,29.46,0.0025,1.306028106,0.621475964,0.394149334
2.7,0.68,350.372,29.46,38.96309271,1.443769383,0.848167541,0.700312274
2.7,0.68,350.372,29.46,40.0616657,1.463452231,0.852095805,0.734370039
2.7,0.68,350.372,29.46,0.0025,1.599801314,0.596294266,0.333493994
2.7,0.68,350.372,29.46,38.73765954,1.458569657,0.85149414,0.732576886
2.7,0.68,350.372,29.46,50,1.455098364,0.834664215,0.648826797
2.7,0.68,350.372,29.46,0.003168446,1.571882667,0.5323607,0.442015758
2.7,0.68,350.372,29.46,0.0025,1.548510595,0.52,0.387584725
2.7,0.68,350.372,29.46,0.0025,1.566026697,0.526539341,0.432420873
2.7,0.68,350.372,29.46,2.434529423,1.249082302,0.599589764,0.346439475
2.7,0.68,350.372,29.46,0.0025,1.602091313,0.792271732,0.525476473
2.7,0.68,350.372,29.46,0.0025,1.600841906,0.783697534,0.600505195
2.7,0.68,350.372,29.46,0.0025,1.61,0.783740458,0.601277876
2.7,0.68,350.372,29.46,0.003930968,1.536156028,0.531060661,0.445911761
2.7,0.68,350.372,29.46,1.509578747,1.569080804,0.531406666,0.441641333
2.7,0.68,350.372,29.46,0.0025,1.572425548,0.52,0.371354382
2.7,0.68,350.372,29.46,49.35436683,1.456536832,0.831430827,0.640524109
2.7,0.68,350.372,29.46,8.710711843,1.450007425,0.731831268,0.634806184
2.7,0.68,350.372,29.46,50,1.494853296,0.80100855,0.624485207
2.7,0.68,350.372,29.46,38.31302805,1.211342419,0.772331359,0.58899554
2.7,0.68,350.372,29.46,50,1.355480048,0.836188703,0.668618527
2.7,0.68,350.372,29.46,0.0025,1.61,0.646767224,0.344714255
2.7,0.68,350.372,29.46,0.695661869,1.256201473,0.52,0.395631317
2.7,0.68,350.372,29.46,0.0025,1.334836046,0.738812776,0.446841756
2.7,0.68,350.372,29.46,0.509674878,1.549942615,0.522721738,0.401086107
2.7,0.68,350.372,29.46,0.0025,1.561651305,0.756897782,0.441280509
2.7,0.68,350.372,29.46,1.5270444,1.240047997,0.606038222,0.338425525
2.7,0.68,350.372,29.46,3.939439156,1.446883601,0.651744243,0.362085943
2.7,0.68,350.372,29.46,0.870647934,1.59642618,0.670285579,0.230677058
2.7,0.68,350.372,29.46,0.0025,1.61,0.594476494,0.353943681
2.7,0.68,350.372,29.46,0.0025,1.559701162,0.52,0.392062561
2.7,0.68,350.372,29.46,0.0025,1.449126745,0.796191767,0.489713768
2.7,0.68,350.372,29.46,0.461933669,1.61,0.783987538,0.480737075
2.7,0.68,350.372,29.46,1.94363061,1.464891661,0.638190962,0.348474858
2.7,0.68,350.372,29.46,0.0025,1.586176737,0.719983412,0.477158242
2.7,0.68,350.372,29.46,1.217479732,1.61,0.583375124,0.394981007
2.7,0.68,350.372,29.46,0.0025,1.44751559,0.790103014,0.488224018
2.7,0.68,350.372,29.46,0.0025,1.61,0.579812198,0.393112583
2.7,0.68,350.372,29.46,0.0025,1.601339489,0.782976349,0.597833135
2.7,0.68,350.372,29.46,0.0025,1.567454549,0.609735021,0.450649147
2.7,0.68,350.372,29.46,0.0025,1.461058382,0.797856881,0.483456509
2.7,0.68,350.372,29.46,49.83730475,1.49032655,0.802704229,0.655221943
2.7,0.68,350.372,29.46,0.0025,1.61,0.566661823,0.388227872
2.7,0.68,350.372,29.46,0.0025,1.61,0.570660233,0.38856498
2.7,0.68,350.372,29.46,0.382814184,1.609206384,0.786721261,0.528519924
2.7,0.68,350.372,29.46,11.20267926,1.447454861,0.740408335,0.642280551
2.7,0.68,350.372,29.46,0.291757851,1.597397922,0.782792854,0.603696365
2.7,0.68,350.372,29.46,0.86373912,1.577542889,0.63793469,0.474502488
2.7,0.68,350.372,29.46,0.0025,1.560827258,0.524781919,0.379822534
2.7,0.68,350.372,29.46,0.07830349,1.247694356,0.665319549,0.2
2.7,0.68,350.372,29.46,1.175102657,1.599543064,0.66527759,0.352063657
2.7,0.68,350.372,29.46,0.0025,1.560441871,0.530131823,0.430859336
2.7,0.68,350.372,29.46,11.98269909,1.241783164,0.76094967,0.352024919
2.7,0.68,350.372,29.46,0.0025,1.61,0.570348693,0.382288833
2.7,0.68,350.372,29.46,49.99147057,1.449324611,0.823906757,0.649438174
2.7,0.68,350.372,29.46,0.0025,1.603800543,0.559122601,0.374690916
2.7,0.68,350.372,29.46,9.550492328,1.255255638,0.743312178,0.332415466
2.7,0.68,350.372,29.46,50,1.455784174,0.836328779,0.621877258
2.7,0.68,350.372,29.46,0.994942132,1.603797189,0.801297522,0.603015125
2.7,0.68,350.372,29.46,1.318338887,1.294026729,0.643542017,0.402508134
2.7,0.68,350.372,29.46,0.0025,1.568222909,0.52,0.38019925
2.7,0.68,350.372,29.46,49.93248569,1.480378131,0.803163703,0.681840215
2.7,0.68,350.372,29.46,0.0025,1.246820082,0.556311842,0.387960735
2.7,0.68,350.372,29.46,50,1.452509954,0.83715691,0.652672208
2.7,0.68,350.372,29.46,0.0025,1.550007609,0.613922749,0.429676227
2.7,0.68,350.372,29.46,0.323449326,1.500670546,0.534301587,0.445561757
2.7,0.68,350.372,29.46,1.131659822,1.603099909,0.670795564,0.233471224
2.7,0.68,350.372,29.46,0.0025,1.603332328,0.56053462,0.38551973
2.7,0.68,350.372,29.46,50,1.486062529,0.797670399,0.6538322
2.7,0.68,350.372,29.46,41.20847359,1.464785206,0.86,0.75675078
2.7,0.68,350.372,29.46,0.0025,1.269052719,0.559044429,0.393285181
2.7,0.68,350.372,29.46,0.0025,1.602877323,0.65243948,0.339770311
2.7,0.68,350.372,29.46,1.698788156,1.24893174,0.527516402,0.39607216
2.7,0.68,350.372,29.46,0.40205372,1.568569149,0.52,0.37749895
2.7,0.68,350.372,29.46,2.600813278,1.604533612,0.602793193,0.357134956
2.7,0.68,350.372,29.46,49.95076662,1.453460492,0.83243889,0.644320364
2.7,0.68,350.372,29.46,49.38433237,1.493034385,0.793885683,0.62282239
2.7,0.68,350.372,29.46,0.623835495,1.243955167,0.601261234,0.339007828
2.7,0.68,350.372,29.46,0.937451958,1.568841941,0.536926967,0.439447935
2.7,0.68,350.372,29.46,0.839015749,1.559858618,0.61588945,0.467400306
2.7,0.68,350.372,29.46,0.0025,1.542136462,0.612975607,0.434022061
2.7,0.68,350.372,29.46,0.668851139,1.540535545,0.757695703,0.456785694
2.7,0.68,350.372,29.46,0.0025,1.562075142,0.622037439,0.460219187
2.7,0.68,350.372,29.46,50,1.482562683,0.799499416,0.633039211
2.7,0.68,350.372,29.46,8.757151526,1.250589273,0.749970691,0.333712856
2.7,0.68,350.372,29.46,0.0025,1.608030877,0.646890222,0.342365929
2.7,0.68,350.372,29.46,0.509546229,1.607260548,0.783576941,0.634043539
2.7,0.68,350.372,29.46,10.9746677,1.445138063,0.743641379,0.644280333
2.7,0.68,350.372,29.46,0.77227152,1.602638718,0.796789873,0.606320629
2.7,0.68,350.372,29.46,0.0025,1.259374833,0.525682573,0.393666017
2.7,0.68,350.372,29.46,1.367385502,1.568481017,0.527584191,0.436257363
2.7,0.68,350.372,29.46,50,1.455966751,0.826651832,0.648366502
2.7,0.68,350.372,29.46,0.637717886,1.290117054,0.629800604,0.396479236
2.7,0.68,350.372,29.46,0.0025,1.61,0.564255398,0.386859194
2.7,0.68,350.372,29.46,1.050151748,1.56301733,0.538113851,0.393652894
2.7,0.68,350.372,29.46,1.088244593,1.24311955,0.564873531,0.396132215
2.7,0.68,350.372,29.46,0.513161174,1.61,0.638001635,0.335583426
2.7,0.68,350.372,29.46,0.85785766,1.249899314,0.568266689,0.396843474
2.7,0.68,350.372,29.46,0.0025,1.61,0.773631975,0.464742739
2.7,0.68,350.372,29.46,0.0025,1.361115264,0.744188329,0.455533946
2.7,0.68,350.372,29.46,0.112584525,1.553079961,0.761597159,0.456438479
2.7,0.68,350.372,29.46,0.0025,1.61,0.776038736,0.522044974
2.7,0.68,350.372,29.46,0.0025,1.60537882,0.793553196,0.528409516
2.7,0.68,350.372,29.46,0.730556877,1.597918064,0.660687564,0.220010857
2.7,0.68,350.372,29.46,1.817585009,1.585550047,0.669433009,0.229005647
2.7,0.68,350.372,29.46,1.669688514,1.552259098,0.533815201,0.453759134
2.7,0.68,350.372,29.46,0.0025,1.567313864,0.52154485,0.388987707
2.7,0.68,350.372,29.46,0.0025,1.564211466,0.527350645,0.437382432
2.7,0.68,350.372,29.46,39.52764871,1.204141631,0.775779307,0.59947431
2.7,0.68,350.372,29.46,0.922202773,1.248987969,0.669560052,0.201817417
2.7,0.68,350.372,29.46,50,1.461982756,0.836644559,0.63119772
2.7,0.68,350.372,29.46,2.951195972,1.248763985,0.533154902,0.409956417
2.7,0.68,350.372,29.46,49.03670968,1.478698072,0.794075965,0.675963084
2.7,0.68,350.372,29.46,39.83371028,1.46110622,0.86,0.745094501
2.7,0.68,350.372,29.46,9.845600069,1.246081603,0.754362316,0.343915472
2.7,0.68,350.372,29.46,0.0025,1.250365188,0.615020632,0.455087247
2.7,0.68,350.372,29.46,0.871401414,1.250452667,0.525892667,0.396397457
2.7,0.68,350.372,29.46,49.35665342,1.489348555,0.797653518,0.626211095
2.7,0.68,350.372,29.46,8.199786539,1.450243627,0.743528163,0.63906298
2.7,0.68,350.372,29.46,0.0025,1.61,0.594410329,0.340480205
2.7,0.68,350.372,29.46,0.0025,1.61,0.786529525,0.635926693
2.7,0.68,350.372,29.46,0.0025,1.61,0.565933873,0.383634263
2.7,0.68,350.372,29.46,0.564890362,1.603545126,0.64196619,0.343424492
2.7,0.68,350.372,29.46,1.038293023,1.443823838,0.801160178,0.481473914
2.7,0.68,350.372,29.46,0.0025,1.597643209,0.853115855,0.464765104
2.7,0.68,350.372,29.46,0.0025,1.546084928,0.610225826,0.453674896
2.7,0.68,350.372,29.46,0.563701934,1.601362195,0.781533148,0.629790874
2.7,0.68,350.372,29.46,0.299380534,1.350337497,0.749950988,0.454906968
2.7,0.68,350.372,29.46,48.58966489,1.488502858,0.794629514,0.649419742
2.7,0.68,350.372,29.46,2.596908733,1.447373054,0.637802023,0.349619299
2.7,0.68,350.372,29.46,0.218135215,1.251688465,0.529297507,0.392794297
2.7,0.68,350.372,29.46,39.9298477,1.452745197,0.849739281,0.698073022
2.7,0.68,350.372,29.46,0.0025,1.249058799,0.54961498,0.372363087
2.7,0.68,350.372,29.46,0.0025,1.59465535,0.559569334,0.388418041
2.7,0.68,350.372,29.46,0.0025,1.59968508,0.548424999,0.379224351
2.7,0.68,350.372,29.46,0.383420084,1.564537746,0.528402893,0.395746622
2.7,0.68,350.372,29.46,48.5529231,1.454446349,0.827554631,0.649171352
2.7,0.68,350.372,29.46,50,1.449041972,0.821878498,0.629581474
2.7,0.68,350.372,29.46,0.133551198,1.557596163,0.755408531,0.448136037
2.7,0.68,350.372,29.46,50,1.355685236,0.831244903,0.666985799
2.7,0.68,350.372,29.46,0.257632142,1.609274052,0.794774202,0.528192324
2.7,0.68,350.372,29.46,2.692038077,1.568285677,0.541691965,0.457470022
2.7,0.68,350.372,29.46,41.79215895,1.202215572,0.779590092,0.612637499
2.7,0.68,350.372,29.46,0.0025,1.501153018,0.523089499,0.437845717
2.7,0.68,350.372,29.46,0.878113271,1.251555306,0.596460101,0.344055413
2.7,0.68,350.372,29.46,50,1.477443432,0.807266252,0.688597832
2.7,0.68,350.372,29.46,1.305937646,1.596375199,0.86,0.47820449
2.7,0.68,350.372,29.46,0.0025,1.61,0.771005833,0.466763069
2.7,0.68,350.372,29.46,1.953004348,1.61,0.793553064,0.640256506
2.7,0.68,350.372,29.46,0.475625937,1.603818176,0.779581939,0.472681765
2.7,0.68,350.372,29.46,50,1.481102863,0.794119222,0.650416832
2.7,0.68,350.372,29.46,0.569204646,1.61,0.788335865,0.63017311
2.7,0.68,350.372,29.46,1.359244164,1.573761444,0.52,0.383746423
2.7,0.68,350.372,29.46,1.070928369,1.601837655,0.558111748,0.395849906
2.7,0.68,350.372,29.46,47.95926355,1.351687153,0.827536752,0.651519401
2.7,0.68,350.372,29.46,0.0025,1.576225331,0.632832499,0.475952276
2.7,0.68,350.372,29.46,50,1.485444137,0.806621365,0.688314883
2.7,0.68,350.372,29.46,0.185456948,1.608401773,0.774819524,0.623723925
2.7,0.68,350.372,29.46,0.0025,1.61,0.785529454,0.471764427
2.7,0.68,350.372,29.46,1.008049155,1.605246064,0.652749271,0.348248845
2.7,0.68,350.372,29.46,0.0025,1.578539839,0.722314417,0.476912937
2.7,0.68,350.372,29.46,50,1.35997791,0.830151864,0.664238024
2.7,0.68,350.372,29.46,0.546167031,1.592794956,0.563959939,0.386910614
2.7,0.68,350.372,29.46,9.40269775,1.467561702,0.759660093,0.617698458
2.7,0.68,350.372,29.46,50,1.478987033,0.801611355,0.68484702
2.7,0.68,350.372,29.46,0.0025,1.561293709,0.526052205,0.379328047
2.7,0.68,350.372,29.46,0.0025,1.261035642,0.558867758,0.382753945
2.7,0.68,350.372,29.46,0.0025,1.61,0.561560867,0.374707178
2.7,0.68,350.372,29.46,1.26283199,1.250304485,0.626792911,0.462556262
2.7,0.68,350.372,29.46,1.795081479,1.596579743,0.677086254,0.232815477
2.7,0.68,350.372,29.46,0.171534365,1.561926504,0.530016248,0.392624994
2.7,0.68,350.372,29.46,0.645662658,1.596361512,0.67610848,0.235526784
2.7,0.68,350.372,29.46,0.0025,1.564613298,0.524131087,0.380513361
2.7,0.68,350.372,29.46,0.992009131,1.547959856,0.537380949,0.434043436
2.7,0.68,350.372,29.46,0.0025,1.57284191,0.721961977,0.477324002
2.7,0.68,350.372,29.46,0.710234339,1.249672311,0.556916345,0.390380585
2.7,0.68,350.372,29.46,1.418748839,1.61,0.788476931,0.635645953
2.7,0.68,350.372,29.46,0.518397243,1.304566844,0.635184631,0.398203021
2.7,0.68,350.372,29.46,0.351818245,1.499030108,0.528530729,0.432756205
2.7,0.68,350.372,29.46,10.32426626,1.250665145,0.753739687,0.337690288
2.7,0.68,350.372,29.46,40.61581694,1.461801826,0.853114117,0.86
2.7,0.68,350.372,29.46,40.29501389,1.46214646,0.846984238,0.86
2.7,0.68,350.372,29.46,49.23654288,1.457758994,0.826834843,0.650685364
2.7,0.68,350.372,29.46,3.219460179,1.250191577,0.604749636,0.358850817
2.7,0.68,350.372,29.46,49.59180081,1.477075508,0.790398133,0.679061103
2.7,0.68,350.372,29.46,50,1.463588288,0.827753364,0.650741114
2.7,0.68,350.372,29.46,0.0769605,1.564892972,0.753049737,0.453784053
2.7,0.68,350.372,29.46,0.753411323,1.548630244,0.525649005,0.392154736
2.7,0.68,350.372,29.46,0.0025,1.607960602,0.629541264,0.336103591
2.7,0.68,350.372,29.46,2.637650451,1.243945284,0.605581622,0.344772802
2.7,0.68,350.372,29.46,0.315913077,1.54564119,0.52,0.393269493
2.7,0.68,350.372,29.46,0.189020821,1.462618203,0.800470247,0.488483622
2.7,0.68,350.372,29.46,1.186397551,1.252146914,0.627725228,0.47326498
2.7,0.68,350.372,29.46,9.376755641,1.450148509,0.746905603,0.640989848
2.7,0.68,350.372,29.46,0.0025,1.258656866,0.620459864,0.45535589
2.7,0.68,350.372,29.46,0.0025,1.562545699,0.614526743,0.431423928
2.7,0.68,350.372,29.46,0.0025,1.341241588,0.755064204,0.458258154
2.7,0.68,350.372,29.46,1.355499581,1.608357637,0.611231201,0.360971366
2.7,0.68,350.372,29.46,0.82460702,1.353230172,0.755968221,0.467870949
2.7,0.68,350.372,29.46,0.0025,1.582199878,0.625574844,0.46925695
2.7,0.68,350.372,29.46,0.039211995,1.61,0.558222897,0.380927894
2.7,0.68,350.372,29.46,0.0025,1.600442437,0.599068297,0.342798618
2.7,0.68,350.372,29.46,48.34412947,1.493336889,0.796124578,0.654654366
2.7,0.68,350.372,29.46,50,1.467214077,0.795423521,0.685599982
2.7,0.68,350.372,29.46,0.0025,1.555286864,0.523384759,0.434369717
2.7,0.68,350.372,29.46,0.0025,1.574387402,0.528522714,0.435987832
2.7,0.68,350.372,29.46,0.0025,1.253165889,0.550933364,0.384233134
2.7,0.68,350.372,29.46,2.510084553,1.574594799,0.532779964,0.395955191
2.7,0.68,350.372,29.46,0.0025,1.604590982,0.568620227,0.378213504
2.7,0.68,350.372,29.46,9.33240288,1.459977314,0.752738359,0.609083617
2.7,0.68,350.372,29.46,0.0025,1.544549596,0.756284063,0.453932562
2.7,0.68,350.372,29.46,0.503713089,1.5678124,0.530979332,0.444370642
2.7,0.68,350.372,29.46,0.0025,1.298480115,0.631543844,0.392653505
2.7,0.68,350.372,29.46,0.0025,1.250710411,0.52,0.384221216
2.7,0.68,350.372,29.46,0.759328375,1.251652533,0.564853094,0.396490001
2.7,0.68,350.372,29.46,10.04411166,1.454247821,0.744524503,0.646746797
2.7,0.68,350.372,29.46,1.903784277,1.458736755,0.641004556,0.354224038
2.7,0.68,350.372,29.46,0.284317838,1.561125336,0.607750943,0.462992821
2.7,0.68,350.372,29.46,50,1.44359499,0.840230004,0.632124668
2.7,0.68,350.372,29.46,0.0025,1.61,0.775637947,0.626088344
2.7,0.68,350.372,29.46,48.4843726,1.487584937,0.786574253,0.620077381
2.7,0.68,350.372,29.46,42.67295559,1.2,0.782277135,0.61367684
2.7,0.68,350.372,29.46,0.0025,1.569092381,0.606492643,0.454784762
2.7,0.68,350.372,29.46,39.83009854,1.464949653,0.858536883,0.737536621
2.7,0.68,350.372,29.46,0.0025,1.562406462,0.630775574,0.461067361
2.7,0.68,350.372,29.46,0.07598382,1.255341584,0.669981018,0.201731919
